uid,email,age,product_name,product_type,quantity,purchase_price,purchase_date,purchase_address,long,lat
yc3b5tfmztyxia0hutaet44qe1k8,ai252@gmail.com,53.0,FOREST PCH480ML,minuman manis,2,9300.0,2024-07-28,,110.434192928961,-0.772493308543014
vwgz1yxtelsye6ptwi8u9e2tppdj,oi5xs@gmail.com,34.0,YUPI NEON 45G,makanan manis,4,5500.0,2024-06-29,,110.436846679505,-0.772798759310172
78v9qdm9101zuc5kbei4zhx1cvgg,g9lab@gmail.com,50.0,CIMORY BLYC120G,minuman manis,3,8500.0,2024-09-21,,110.434783155608,-0.771824798061681
94plj3fnifeu7vfeewcte1phij5y,b3elr@gmail.com,55.0,ULTRA FC 250 ML,minuman manis,1,7500.0,2024-09-13,,110.43395690031,-0.772337206135962
id4x78m5hyjovogxr61lbyppfu45,su5pt@gmail.com,29.0,B/P MANGGA HARUM MNS,makanan manis,1,10000.0,2024-06-14,,110.435665708206,-0.774186393821622
26km9x5uo6ry4da6gkgrnhdbai31,b76c7@gmail.com,56.0,CHUPA GUM FR11G,makanan manis,2,5500.0,2024-10-30,,110.435151046837,-0.773066460064367
842uk8dmirxl4rxwl5s6m6boautu,9fz2v@gmail.com,50.0,ICHITAN MLK BRWN 300,minuman manis,3,9900.0,2024-04-11,,110.436011017017,-0.773183636438143
id4x78m5hyjovogxr61lbyppfu45,su5pt@gmail.com,29.0,IDM KCNG BUMBU 150G,makanan pokok,2,9900.0,2024-07-09,,110.436196058611,-0.77242534737276
pamwi4vgfn2flrweia4ns2alnmff,3v311@gmail.com,22.0,POKKA GRN TEA NS 450,minuman sehat,4,10200.0,2024-07-06,,110.434121825702,-0.773540916686207
i4f9dghptxzvfvmbqzznu1479xxe,a8mh4@gmail.com,24.0,POKKA GREEN TEA 450,minuman manis,4,7300.0,2024-12-07,,110.434756510909,-0.772892676196636
8d42f43dejwi6vygfm57ql8rr5vu,kdaox@gmail.com,27.0,GG SURYA CKT16,produk dewasa,2,36700.0,2024-12-03,,110.436377632945,-0.772972970496661
qvgf7xdeuqeeosgxrm8o3f2q7jht,spdkd@gmail.com,27.0,KNZLER SNGLES ORG 65,makanan gurih,4,9000.0,2024-09-09,,110.434536963322,-0.77306936742952
em1tb069kkesc17xqiv3cgw7fso4,628ho@gmail.com,52.0,CHUPA BELT 8G,makanan manis,4,3000.0,2024-11-17,,110.436289640793,-0.773376556356559
yc3b5tfmztyxia0hutaet44qe1k8,ai252@gmail.com,53.0,GG SURYA 12,produk dewasa,2,27200.0,2024-07-21,,110.43428864877,-0.77238775942347
jljk74mpvc5jieq4ze3flwrt8yot,nnmd3@gmail.com,25.0,BENG2 SHARE 10S,makanan manis,4,16400.0,2024-09-23,,110.4361369885,-0.773305187343247
em1tb069kkesc17xqiv3cgw7fso4,628ho@gmail.com,52.0,NIPISMADU 330ML,minuman manis,2,3900.0,2024-10-21,,110.437331532553,-0.774061700188299
2ujmagarrrn00a32fdzg9ydom0c3,ua2cs@gmail.com,57.0,CHUPA GUM FR11G,makanan manis,2,5500.0,2024-01-23,,110.435242816677,-0.772574209831081
ixjzypetoch9df2f26ne1d1oyi0m,e4io4@gmail.com,27.0,AQUA AIR MINERAL 600,minuman sehat,4,3500.0,2024-06-04,,110.434807545303,-0.77281419190201
6wtz0wtxonv5hukq3vq4l3c278ve,vaqyk@gmail.com,54.0,KP POLOS,unknown,1,500.0,2024-03-25,,110.433781798871,-0.772531152990668
sg89ckc9u1w0bojptjldka5xh8gh,r5dwv@gmail.com,39.0,INDF IC RB RD VLT55,makanan pokok,4,4500.0,2024-10-30,,110.434500500947,-0.77264507329036
4djfz17nhpr7oqmy2a3qrkne9s9v,wehjh@gmail.com,48.0,KNZLR SGL GJ65G,makanan gurih,2,8900.0,2024-01-28,,110.434424282477,-0.773524042985415
tvjq46og8i101ewtbojsykg6i5ni,byr1g@gmail.com,57.0,TESSA FAC LOONEY TP3,personal hygiene,4,7500.0,2024-07-22,,110.435912304696,-0.774397815882339
qmyo9mh1k4afhgyfp5z525mdel76,q43iz@gmail.com,51.0,CIMORY BLYC120G,minuman manis,3,8500.0,2024-04-12,,110.436892668035,-0.772156554418303
pahle977w7o5yn949h2w4a7ipaku,e536m@gmail.com,17.0,IDM KCNG BUMBU 150G,makanan pokok,1,9900.0,2024-04-04,,110.435684400804,-0.773193855010577
8gvawe84eauowueunh7c8g5gtdvc,orgen@gmail.com,57.0,KANZER BAKSO HOT 55G,makanan gurih,4,9000.0,2024-05-18,,110.437499439134,-0.772999926148409
0zibfx7nflamwhywmxj8k7tmf85c,scqai@gmail.com,56.0,GG SURYA 12,produk dewasa,3,27200.0,2024-09-07,,110.434872235993,-0.772965849582703
pahle977w7o5yn949h2w4a7ipaku,e536m@gmail.com,17.0,POKKA GREEN TEA 450,minuman manis,1,7300.0,2024-07-02,,110.435956182565,-0.773364167947056
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,POKKA GRN TEA NS 450,minuman sehat,3,10200.0,2024-04-01,,110.434928598514,-0.77336247423138
78v9qdm9101zuc5kbei4zhx1cvgg,g9lab@gmail.com,50.0,MD ALMOND RING,makanan manis,3,7500.0,2024-09-03,,110.43493361398,-0.773627017437733
uihyr2cfbb3wc756zw8aqapxuik1,24mpd@gmail.com,37.0,RTE ONGR AY PDS,makanan gurih,3,10000.0,2024-10-15,,110.434597706134,-0.773948975982454
yss2fpc6uiw0iyvqvtd2s9w4fcge,5mx7o@gmail.com,50.0,KNZLER SNGLES ORG 65,makanan gurih,4,9000.0,2024-01-11,,110.437392502006,-0.774061610595135
78v9qdm9101zuc5kbei4zhx1cvgg,g9lab@gmail.com,50.0,CHUPA BELT 8G,makanan manis,1,3000.0,2024-06-21,,110.436368332663,-0.773221340965671
4fzevl9ot4d4qx3r9g4o1uq9foht,nuuek@gmail.com,35.0,CHUPA GUM FR11G,makanan manis,1,5500.0,2024-04-02,,110.43586708821,-0.773747494582342
pkee6upe4erulwzc8rkjb8wxzelt,e4aq4@gmail.com,35.0,KNZLER SNGLES ORG 65,makanan gurih,4,9000.0,2024-05-09,,110.435600459793,-0.773973558257368
cw43tqho5u4kfk9oz272fnbuqr9u,78c62@gmail.com,27.0,CIMORY BLYC120G,minuman manis,4,8500.0,2024-01-26,,110.435481131329,-0.772599004104097
mj50w5tx6lj047iy84e67l2w609b,ayidb@gmail.com,25.0,INDOMIE RDG 91G,makanan pokok,3,3100.0,2024-02-13,,110.436459115467,-0.772042229772365
6tidoowx22vgaljjdbq9zvpw8ici,jzjkc@gmail.com,29.0,CCBB STR STK 5S,makanan gurih,3,16800.0,2024-11-30,,110.433714385104,-0.772746289301989
6tidoowx22vgaljjdbq9zvpw8ici,jzjkc@gmail.com,29.0,GATSBY CLG. D/OCN. 175,personal hygiene,1,22000.0,2024-04-27,,110.435792108838,-0.772266835223701
wso4if5wvizwn3gklu4dq2d3b7y4,o2j5l@gmail.com,53.0,MD ALMOND RING,makanan manis,4,7500.0,2024-08-07,,110.435585223876,-0.772958670758204
5abbfdce05004c4aaba9f8cd2cc1,user@example.com,,ROTI SWiK,makanan manis,1,4500.0,2017-05-19,"ALFAMART STA.KARET
PT.SUMBER ALFARIA TRIJAYA, TBK
MH.THAMRIN NO.5, CIKOKOL, TANGERANG",,
12c0feab5fdb4a59804b198a71b4,user@example.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
12c0feab5fdb4a59804b198a71b4,user@example.com,,1 KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
12c0feab5fdb4a59804b198a71b4,user@example.com,,1 ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
12c0feab5fdb4a59804b198a71b4,user@example.com,,1 KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
12c0feab5fdb4a59804b198a71b4,user@example.com,,1 COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
12c0feab5fdb4a59804b198a71b4,user@example.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
5a2e6fbefa1d4afcb02a385e7e9d,user@example.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
5a2e6fbefa1d4afcb02a385e7e9d,user@example.com,,KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
5a2e6fbefa1d4afcb02a385e7e9d,user@example.com,,ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
5a2e6fbefa1d4afcb02a385e7e9d,user@example.com,,KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
5a2e6fbefa1d4afcb02a385e7e9d,user@example.com,,COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
5a2e6fbefa1d4afcb02a385e7e9d,user@example.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,1 KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,1 ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,1 KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,1 COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360
Phone: (718)229-2367
mail: Bayside@BensDeli -net",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360
Phone: (718)229-2367
mail: Bayside@BensDeli -net",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360
Phone: (718)229-2367
mail: Bayside@BensDeli -net",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360
Phone: (718)229-2367
mail: Bayside@BensDeli -net",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360
Phone: (718)229-2367
mail: Bayside@BensDeli -net",,
cRhSg03WWwuTaNEl2Ykj,user@example.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360
Phone: (718)229-2367
mail: Bayside@BensDeli -net",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,1 KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,1 ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,1 KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,1 COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,"2 DOUBLE DIP, 1 tky, bow! barley, 1 past, bow] barley",makanan gurih,1,27.98,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,KNISH,makanan gurih,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,ROUND,makanan gurih,1,3.33,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,KASHE SIDE,makanan pokok,1,3.93,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,COFFEE,minuman manis,1,1.938,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,2 WATER,minuman sehat,1,0.0,2017-03-05,"BEN’S BAYSIDE
211-37 26th Avenue
Bayside, NY 11360",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,BUCATINI,makanan pokok,1,4.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,RAVIOLO,makanan pokok,1,7.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,BT TURNBULL NAPA,minuman manis,1,90.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,HALIBUT,makanan gurih,1,38.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,YODEL,makanan manis,1,12.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,MILK & HONEY,minuman manis,1,10.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,COFFEE SM,minuman manis,1,6.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,GL ROUND POND SB,minuman manis,1,13.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,OCTOPUS,makanan gurih,1,16.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,BEEF TARTARE,makanan gurih,1,12.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,FINLANDIA (WELL) SMARTINE,minuman manis,1,11.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,HALIBUT,makanan gurih,1,38.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,SNAPPER,makanan gurih,1,28.0,2016-10-06,"Peer an Food, 1e90, CA 82101",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,ROTI SWISS,makanan manis,1,4500.0,2017-05-19,"ALFAMART STA.KARET
PT.SUMBER ALFARIA TRIJAYA, TBK
MH.THAMRIN NO.5, CIKOKOL, TANGERANG",,
cRhSg03WWwuTaNEl2Ykj,firli17@gmail.com,,SUNLG MINT 755,minuman manis,1,25200.0,2027-03-10,"ALFAMART CILANDAK KKO 5
PT. SUMBER ALFARIA TRIJAYA TBK
ALFA TOWER LT.12, ALAM SUTERA, TANGERANG",,
